[ 2016-06-24T00:02:08+08:00 ] /QA/admin.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_end ] --START--
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ route_check ] --START--
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.008000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | SQL: SELECT COUNT(*) AS tp_count FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 0,20   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_template ] --START--
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ParseTemplate Behavior [ RunTime:0.025001s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025001s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run TokenBuild Behavior [ RunTime:0.001001s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008001s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_end ] --START--
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ShowPageTrace Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:19:23+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_end ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ route_check ] --START--
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002001s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002001s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.008001s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | SQL: SELECT COUNT(*) AS tp_count FROM `wl_question` LIMIT 1   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | SQL: SELECT * FROM `wl_question` ORDER BY ask_time DESC LIMIT 0,20   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_template ] --START--
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Run ParseTemplate Behavior [ RunTime:0.021001s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021001s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002001s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006001s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_end ] --START--
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:24+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ route_check ] --START--
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.009000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | SQL: SELECT COUNT(*) AS tp_count FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 0,20   [ RunTime:0.003000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_template ] --START--
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Run LocationTemplate Behavior [ RunTime:0.002001s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_template ] --END-- [ RunTime:0.002001s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ParseTemplate Behavior [ RunTime:0.024001s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024001s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_end ] --START--
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:25+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ route_check ] --START--
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.008000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | SQL: SELECT COUNT(*) AS tp_count FROM `wl_question` LIMIT 1   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | SQL: SELECT * FROM `wl_question` ORDER BY ask_time DESC LIMIT 0,20   [ RunTime:0.001001s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_template ] --START--
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Run ParseTemplate Behavior [ RunTime:0.025001s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025001s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_end ] --START--
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:26+08:00 ] /QA/admin.php/Ask/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003001s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.008000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | SQL: SELECT * FROM `wl_category` LIMIT 1   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.021001s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021001s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.014001s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | SQL: SELECT * FROM `wl_category` LIMIT 1   [ RunTime:0.000000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.023001s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023001s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001001s ]
[ 2016-06-24T12:19:28+08:00 ] /QA/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001001s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ route_check ] --START--
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002001s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002001s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.008001s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | SQL: SELECT COUNT(*) AS tp_count FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 0,20   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_template ] --START--
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_parse ] --START--
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | NOTIC: [8] Undefined index: reward dd78b103fc683803a37a045a775a0547.php 第 30 行.
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ParseTemplate Behavior [ RunTime:0.024001s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024001s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_filter ] --START--
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005001s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_end ] --START--
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-24T12:19:32+08:00 ] /QA/admin.php/Ask/wait | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | INFO: Tag[ route_check ] --START--
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | INFO: Tag[ app_begin ] --START--
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003000s ]
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004000s ]
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.009000s ]
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | SQL: SELECT COUNT(*) AS tp_count FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) ORDER BY ask_time DESC LIMIT 0,20   [ RunTime:0.001000s ]
[ 2016-06-24T12:19:33+08:00 ] /QA/admin.php/Ask/solve | INFO: Tag[ view_template ] --START--
